"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GI","EndoChoice Holdings, Inc.","12.03","$297.49M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gi",
"ENH","Endurance Specialty Holdings Ltd","61.79","$4.07B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/enh",
"ENH^A","Endurance Specialty Holdings Ltd","25.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^a",
"ENH^B","Endurance Specialty Holdings Ltd","25.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^b",
"NDRO","Enduro Royalty Trust","2.64","$87.12M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","55.41","$4.37B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","41.81","$2.6B","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","84.63","$5.26B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/epc",
"ETE","Energy Transfer Equity, L.P.","23.4","$24.68B","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","ENERGY TRANSFER PARTNERS","44.59","$22.74B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ERF","Enerplus Corporation","5.44","$1.12B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"ENI","Enersis S A","12.76","$12.53B","1993","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eni",
"ENS","Enersys","58.88","$2.73B","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","27.5","$1.01B","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"E","ENI S.p.A.","33.7","$61.24B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ENLK","EnLink Midstream Partners, LP","17.34","$5.69B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","21.25","$3.49B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","18.32","$472.86M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","10.8","$356.4M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"NPO","Enpro Industries","43.32","$951.15M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ESV","ENSCO plc","15.6","$3.68B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ETM","Entercom Communications Corporation","10.69","$423.52M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAA","Entergy Arkansas, Inc.","25.29","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eaa",
"EAB","Entergy Arkansas, Inc.","24.4899","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","23.66","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"ETR","Entergy Corporation","66.97","$12.02B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELA","Entergy Louisiana, Inc.","25.1694","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ela",
"ELB","Entergy Louisiana, Inc.","25.35","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elb",
"ELJ","Entergy Louisiana, Inc.","25.05","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","23.65","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EFM","Entergy Mississippi, Inc.","25.6","$220.42M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/efm",
"EMQ","Entergy Mississippi, Inc.","25.98","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emq",
"EMZ","Entergy Mississippi, Inc.","25.71","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emz",
"ENJ","Entergy New Orleans, Inc.","24.6848","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"EZT","Entergy Texas Inc","25.34","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","28.7","$57.49B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","7.05","$620.98M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","29.8","$1.06B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVHC","Envision Healthcare Holdings, Inc.","36.58","$6.79B","2013","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","12.9625","$308.64M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","3.45","$158.9M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","80.65","$44.29B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","6.44","$1.6B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","78.45","$3.9B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPR","EPR Properties","52.76","$3.05B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","22.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","30.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","24.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","71.13","$10.84B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","24.73","$6.58B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","72.13","$5.1B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","100.95","$11.94B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQC","Equity Commonwealth","28","$3.63B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","24.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQC^E","Equity Commonwealth","25.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^e",
"EQCO","Equity Commonwealth","24.05","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","60.41","$5.09B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","26.2301","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","25.16","$3.26B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","76.42","$27.82B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.72","$21.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","16.02","$329.73M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"EROS","Eros International PLC","29.99","$1.73B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","36.8","$960.44M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","24.7","$2.29B","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esnt",
"ESS","Essex Property Trust, Inc.","228.45","$15.02B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"ESS^H","Essex Property Trust, Inc.","25.8282","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ess^h",
"EL","Estee Lauder Companies, Inc. (The)","83.08","$31.44B","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","73.73","$2.18B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"DEG","Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.","23.11","$9.49B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/deg",
"ETH","Ethan Allen Interiors Inc.","28.68","$814.72M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"EURN","Euronav NV","15.59","$2.48B","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","8.03","$70.01M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"EVER","EverBank Financial Corp.","19.66","$2.45B","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ever",
"EVER^A","EverBank Financial Corp.","25.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ever^a",
"EVR","Evercore Partners Inc","50.72","$1.84B","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","175.28","$7.75B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/re",
"EVRI","Everi Holdings Inc.","5.14","$338.92M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","51.1","$16.21B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","19.28","$1.49B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVDY","Everyday Health, Inc.","9.07","$292.58M","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/evdy",
"EVGN","Evogene Ltd.","8.55","$217.12M","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVH","Evolent Health, Inc","16.06","$947.32M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"EXAM","ExamWorks Group, Inc.","28.59","$1.19B","2010","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/exam",
"EXAR","Exar Corporation","5.95","$286.24M","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","1","$277.19M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXC","Exelon Corporation","30.3","$26.11B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","44.28","$38.15B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"EXPR","Express, Inc.","18.23","$1.54B","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","17.53","$3.59B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXH","Exterran Holdings, Inc.","20.66","$1.43B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/exh",
"EXR","Extra Space Storage Inc","78.23","$9.61B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","76.81","$320.26B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","12.91","$2.26B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","19.59","$694.28M","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","161.01","$6.67B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","85.82","$2.67B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","2.65","$427.77M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FPI","Farmland Partners Inc.","10.36","$120.38M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FFG","FBL Financial Group, Inc.","61.2","$1.52B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FCB","FCB Financial Holdings, Inc.","33.1","$1.38B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","27.2","$300.27M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","25.043","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","139.61","$9.65B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","14.3","$893.79M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FTT","Federated Enhanced Treasury Income Fund","13.52","$115.94M","2010","n/a","n/a","http://www.nasdaq.com/symbol/ftt",
"FII","Federated Investors, Inc.","29.52","$3.09B","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FPT","Federated Premier Intermediate Municipal Income Fund","13.18","$92.03M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
"FMN","Federated Premier Municipal Income Fund","14.55","$90M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","149.92","$42.33B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FCH","FelCor Lodging Trust Incorporated","7.69","$1.1B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch",
"FCH^A","FelCor Lodging Trust Incorporated","24.95","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch^a",
"FGP","Ferrellgas Partners, L.P.","20.05","$2.01B","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FOE","Ferro Corporation","11.42","$996.62M","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FCAM","Fiat Chrysler Automobiles N.V.","124.78","n/a","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcam",
"FCAU","Fiat Chrysler Automobiles N.V.","14.22","$24.14B","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcau",
"FBR","Fibria Celulose S.A.","14.09","$7.81B","1997","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
"FGL","Fidelity and Guaranty Life","26.6","$1.56B","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/fgl",
"FNF","Fidelity National Financial, Inc.","36.99","$13.23B","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnf",
"FNFV","Fidelity National Financial, Inc.","12.06","$4.31B","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnfv",
"FIS","Fidelity National Information Services, Inc.","69.33","$19.52B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore MLP Opportunity Fund","16.79","$551.6M","2004","n/a","n/a","http://www.nasdaq.com/symbol/fmo",
"FSCE","Fifth Street Finance Corp.","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsce",
"FAC","First Acceptance Corporation","2.78","$114.09M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fac",
"FAF","First American Corporation (The)","39.54","$4.3B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/faf",
"FBP","First BanCorp.","3.69","$792.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbp",
"FBS^A","First Banks, Inc.","24.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbs^a",
"FCF","First Commonwealth Financial Corporation","9.1","$809.55M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcf",
"FHN","First Horizon National Corporation","14.33","$3.35B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","24.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","21.58","$2.39B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fr",
"AG","First Majestic Silver Corp.","3.6","$440.66M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag",
"FMD","First Marblehead Corporation (The)","3.38","$39.44M","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/fmd",
"FNFG^B","First Niagara Financial Group Inc.","26.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnfg^b",
"FPO","First Potomac Realty Trust","11.35","$666.9M","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpo",
"FPO^A","First Potomac Realty Trust","25.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpo^a",
"FRC","FIRST REPUBLIC BANK","64.06","$9.11B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc",
"FRC^A","FIRST REPUBLIC BANK","25.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^a",
